0.130938,0.153610,0.457095,0.232782,0.304571,0.308882,0.574718,0.289020,0.130954,0.163842,0.160812,0.080878,0.169638,0.087709,0.151824,0.229450,0.274750,0.367149,0.197162,0.220741,0.092883,0.102354,0.266186,0.640884,1.471174,8.356790,0.853532,0.174387,0.454038,0.323855,0.224066,0.159937,0.097365,0.066912,0.192577,0.120207,0.083947,1.002107,0.205339,0.493613,0.742188,0.231389,0.149499,0.397687,0.359086
0.261693, 0.272234, 0.257526, 0.178167, 0.179738, 0.259716, 0.375179, 0.283494, 0.118832, 0.256710, 0.142914, 0.174113, 0.128434, 0.083251, 0.165113, 0.084691, 0.382610, 0.242095, 0.179650, 0.339931, 0.149933, 0.056969, 0.181604, 0.415137, 1.822631,14.072323, 0.822510, 0.106982, 0.347340, 0.321718, 0.135001, 0.152457, 0.119823, 0.076042, 0.076268, 0.173872, 0.123339, 1.594632, 0.205741, 0.490192, 0.336150, 0.385630, 0.108823, 0.393779, 0.376008
0.296639, 0.179183, 0.401601, 0.315454, 0.241544, 0.250988, 0.506667, 0.272426, 0.151965, 0.129873, 0.115351, 0.197310, 0.153062, 0.124830, 0.120824, 0.197000, 0.426008, 0.536273, 0.143960, 0.223342, 0.131369, 0.062856, 0.186656, 0.786273, 0.850232,11.147545, 0.476169, 0.099906, 0.426279, 0.185262, 0.201735, 0.101501, 0.174291, 0.062260, 0.146627, 0.091151, 0.156815, 0.661281, 0.334150, 0.421555, 0.762756, 0.237293, 0.089198, 0.689600, 0.196836
0.223156, 0.216724, 0.515715, 0.256256, 0.217031, 0.215227, 0.406376, 0.438229, 0.095847, 0.131912, 0.115905, 0.165175, 0.157690, 0.179010, 0.094786, 0.220372, 0.439187, 0.320813, 0.100711, 0.268112, 0.219606, 0.123787, 0.193025, 0.768866, 1.300350,14.439167, 0.364100, 0.123096, 0.362520, 0.325749, 0.341657, 0.167242, 0.188380, 0.135303, 0.085168, 0.065686, 0.187123, 0.693778, 0.241156, 0.589966, 0.595955, 0.293489, 0.209153, 0.496839, 0.342382
0.275696,0.211128,0.597722,0.353267,0.322476,0.276112,0.266708,0.263555,0.184971,0.138550,0.148796,0.161531,0.111366,0.222272,0.079049,0.172891,0.196372,0.404604,0.162040,0.168512,0.224841,0.111408,0.242064,0.433174,0.683058,5.735467,0.852555,0.137991,0.323091,0.268716,0.303502,0.160861,0.077002,0.118057,0.073920,0.170135,0.178252,1.597460,0.258399,0.559902,0.514498,0.386508,0.134928,0.401670,0.480079
0.300957,0.223918,0.221143,0.325744,0.316336,0.151569,0.742615,0.450401,0.100069,0.186869,0.065899,0.202661,0.123368,0.152200,0.103578,0.188086,0.396025,0.235959,0.172324,0.243679,0.145784,0.094035,0.121837,0.386893,1.057658,7.344975,0.465749,0.160791,0.257168,0.269493,0.139475,0.179537,0.108780,0.133860,0.190185,0.128737,0.068862,0.957681,0.132696,0.600559,0.517531,0.190325,0.209335,0.744380,0.274926
0.200737, 0.240913, 0.389652, 0.340180, 0.191471, 0.325821, 0.298878, 0.165769, 0.146266, 0.281818, 0.117752, 0.202234, 0.153215, 0.123168, 0.138998, 0.107576, 0.565877, 0.289615, 0.112663, 0.303764, 0.104781, 0.110632, 0.262035, 0.317356, 1.818576,11.800710, 0.571977, 0.101584, 0.330052, 0.270684, 0.160420, 0.135641, 0.117348, 0.073956, 0.085573, 0.089235, 0.102651, 1.470468, 0.187208, 0.499423, 0.644474, 0.252850, 0.259302, 0.778197, 0.390451
0.172642, 0.134565, 0.289582, 0.137522, 0.285947, 0.174464, 0.365565, 0.184065, 0.173386, 0.148234, 0.079347, 0.171061, 0.221683, 0.109948, 0.100945, 0.180272, 0.376454, 0.546497, 0.240997, 0.298102, 0.092904, 0.069487, 0.141129, 0.326994, 0.957110,15.007761, 0.683135, 0.092811, 0.407113, 0.372712, 0.232913, 0.181049, 0.179121, 0.119614, 0.110571, 0.141311, 0.100158, 0.963931, 0.295228, 0.344066, 0.395625, 0.414657, 0.088457, 0.841261, 0.340609
0.181098,0.177590,0.323723,0.239938,0.179256,0.207696,0.692627,0.323793,0.150571,0.243788,0.076099,0.127117,0.200136,0.133679,0.124601,0.085579,0.384671,0.390251,0.248927,0.350629,0.144222,0.067577,0.104939,0.460132,1.228139,5.884113,0.492108,0.150814,0.468808,0.337316,0.194720,0.065451,0.091809,0.134744,0.135468,0.097196,0.111727,1.258991,0.302796,0.567644,0.362431,0.218504,0.124142,0.485322,0.490726
0.249563,0.195991,0.387707,0.129690,0.206100,0.197120,0.451681,0.217240,0.166127,0.169229,0.126117,0.161815,0.187534,0.161487,0.143139,0.238335,0.553521,0.192729,0.093035,0.354328,0.137288,0.092374,0.223088,0.493464,1.263044,8.758152,0.974099,0.142321,0.203060,0.307526,0.136238,0.095346,0.075444,0.105824,0.149249,0.179686,0.096938,0.930619,0.252953,0.560532,0.451480,0.207474,0.178137,0.498859,0.334973
