2.659245024650097045e-01,1.209623537627419892e-01,1.087899034071572457e-01,4.917224398752629427e-02,1.709318160617173676e-01,2.449007313966322097e-01,1.122849489140486101e-01,2.296876422765344039e-01,9.176943415549844441e-02,1.809109773042736624e-01,1.943638754892036136e-01,1.765842480159089123e-01,9.646540313100118724e-02,1.791979511349320597e-01,2.220885801833542006e-01,8.510747396689871680e-02,2.395513548035989593e-01,8.027907518329140124e-02,2.041428397108767112e-01,1.703297129474730665e-01,8.667755447434542793e-02,2.413395079484019490e-01,5.115415478733051358e-02,1.738859311926089501e-01,2.300555529224829199e-01
9.491674975936520431e-02,6.827468396922097005e-02,1.909234186234087804e-01,1.521134284560491656e-01,5.525962293491697153e-02,1.785079479019109627e-01,1.610304096226913007e-01,1.496110011544757035e-01,2.526247900590760098e-01,1.311342990050597401e-01,1.647404998338784787e-01,1.569908164288508767e-01,1.712109743670570117e-01,2.402442190135070377e-01,3.440962822257524062e-02,2.030054234997849261e-01,1.539986873554624602e-01,1.467484772914817159e-01,1.562970760660016278e-01,1.107552598361004476e-01,7.177868381688976007e-02,1.119726546157003150e-01,2.541770539452579136e-01,1.654718363116833846e-01,2.645467319516595639e-01
1.644631863940423933e-01,1.235720456255326311e-01,1.610366129686639503e-01,8.391728989633903679e-02,7.854145197612573404e-02,1.164460937868028872e-01,1.707653750364879763e-01,5.910792219891899957e-02,1.818979050481849269e-01,1.485821780407842740e-01,1.559344141803749029e-01,5.051686052770643781e-02,1.227681412849012249e-01,1.234256176584932613e-01,1.285998215168070169e-01,2.211342224699850145e-01,1.224182774126635759e-01,2.016076320823785295e-01,1.327436113253783467e-01,8.450154265244161356e-02,1.276917651636640672e-01,1.687659992459219493e-01,8.934156077327901069e-02,2.147149764651141990e-01,9.051256037051255698e-02
2.635520833507475902e-01,6.507763110965243680e-02,5.979993499007023317e-02,9.116642549582829047e-02,1.028831964559085294e-01,1.518616170057131010e-01,1.229798442497134353e-01,6.446857540174733003e-02,1.369618742322247507e-01,1.408575884986273119e-01,8.329450072548161277e-02,1.520960463755892111e-01,1.816807253343704909e-01,2.886216807497521408e-02,2.049727639371015375e-01,8.313418102784297936e-02,4.775382599833327690e-02,1.012292537051912994e-01,2.224164434521367639e-01,1.601379155868166149e-01,1.883320214729287956e-01,1.448954395153551622e-01,7.367294583271534469e-02,1.489245881415207917e-01,1.201624078195871886e-01
2.110972249187269278e-01,2.367842444625829768e-01,2.453471337347457315e-01,2.906659893087755187e-01,2.299112675131482209e-01,9.347219313865316737e-02,2.286082101780130271e-01,5.480486133874497290e-02,1.371169524348299917e-01,1.830071167756018580e-01,7.792397505377005040e-02,3.914345611882484588e-02,2.331790787770318951e-01,1.866178458165085041e-01,1.459653966139730918e-01,1.362271769603353444e-01,8.199108581755973346e-02,1.637488641626932417e-01,7.951687560721971970e-02,5.884729143322621481e-02,6.549576957692809787e-02,4.147461465600943420e-02,5.404840394938131842e-02,1.351876460226548171e-01,1.458219631957925477e-01
1.217410645466696778e-01,1.047324050052881039e-01,6.360697817931006137e-02,2.040246335805683819e-01,9.149733953001316922e-02,1.649730098223168850e-01,1.075451192379824894e-01,2.095703681463943757e-01,9.857729344494740864e-02,1.522867527599489623e-01,1.726135580141165415e-01,1.144668833950836379e-01,2.213166714464754048e-01,1.422821512012405754e-01,5.863370064362395662e-02,1.109519712673863179e-01,1.548450702010915614e-01,1.304262859299433475e-01,1.067387526298618217e-01,2.301984456771245247e-01,1.195542398833550207e-01,1.425012780929434397e-01,4.638331436553196074e-02,2.509576296893096248e-01,8.960577330493327275e-02
1.085826201149959896e-01,6.766573200236185304e-02,1.358519125320855891e-01,1.351962732618579854e-01,2.592005080214310198e-02,6.976574968627737017e-02,2.023053785802160776e-01,1.314399769018246289e-01,1.311969863620688626e-01,9.537845387113917661e-02,9.228728180605463849e-02,9.238537812237310187e-02,2.494097012714945327e-01,1.150656054463979339e-01,1.915176171291549378e-01,1.390632752903032399e-01,1.264456941105621401e-01,1.056856455343179041e-01,1.044650959517794270e-01,1.390963976301824168e-01,7.800810483204534407e-02,1.710604168157179861e-01,5.059283183775588333e-02,1.697523238640996357e-01,9.180343019861167408e-02
1.619173508970843112e-01,6.758124837612379532e-02,6.921265192532706501e-02,8.751956408559541378e-02,2.418600144813610464e-01,1.185561912226484466e-01,1.211841322907609569e-01,9.952825784723710878e-02,1.373577782855526508e-01,1.088700584131044730e-01,1.879524412386614496e-01,8.025080020135001713e-02,1.332398320535615188e-01,6.650902938383379537e-02,8.293055823346942579e-02,1.386520152335480316e-01,1.365450762473408575e-01,2.166799625356187198e-01,1.437799172300018302e-01,2.370901578870171222e-01,9.111881788076829636e-02,8.541795507227893658e-02,1.234712755768739151e-01,1.574353789885256094e-01,6.448394438021309849e-02
1.891326716489260540e-01,1.589819784373731060e-01,9.364704804270063132e-02,1.488943714098243110e-01,2.300885525380201857e-01,1.223012179033500652e-01,2.716066043961472276e-02,6.139574206774341125e-02,7.402654846722984960e-02,1.417729112212995912e-01,1.459814977351006349e-01,8.387615825633487621e-02,2.654167426764683091e-01,8.511497637443957154e-02,5.351380534649410881e-02,1.130799173528261314e-01,1.497584482192682587e-01,2.088129073111990863e-01,1.701332441275815455e-01,1.441313797432271782e-01,1.202970760669317823e-01,3.075268386494769968e-01,1.269169944682322082e-01,2.962795002715651327e-01,1.482152754527272243e-01
1.923659230347990190e-01,1.201882079607626275e-01,1.006695975201694904e-01,2.276301699657443112e-01,1.210969035850414793e-01,2.053359433567367165e-01,3.294387962684437454e-01,3.807443193596449227e-02,1.165089250741049576e-01,6.853506377059673249e-02,4.395264535351865037e-02,3.994978721755329532e-02,7.624042402908037808e-02,2.608124745753978013e-01,2.801121768402494161e-01,1.590179821799802551e-01,8.341984200434536534e-02,1.368376331108740185e-01,5.902538465937608170e-02,1.697442092093303101e-01,2.001246569022833988e-01,1.445034203006655693e-01,1.701257899688232433e-01,2.519237842789012749e-01,6.157878693619957267e-02
1.391180080387114937e-01,1.888407810258768693e-01,3.024148931723931177e-01,1.292198459788519993e-01,2.473820222085688636e-01,1.832056265954498386e-01,8.365485281638951331e-02,1.801940587925732196e-01,1.852341052210702554e-01,1.576280920792618168e-01,1.695876725239343075e-01,1.751403222717699826e-01,4.277306441589366626e-02,1.362237391491024630e-01,2.077424891636851789e-01,9.000442690729729134e-02,2.003264014747215549e-01,7.074121997436144671e-02,5.482224580876832176e-02,1.818485242050418560e-01,7.372983368410614136e-02,2.072384900356499804e-01,6.629331427885774841e-02,1.715927922451221943e-01,1.671817657405738622e-01
1.258340309941138047e-01,1.726486969742238586e-01,3.444210869881303427e-01,1.097914656166893155e-01,2.215913072338497325e-01,1.631855630382124944e-01,1.098689054347574967e-01,1.458448923802466990e-01,1.840725078080737986e-01,9.402650174411057715e-02,1.960759970447689682e-01,1.193117029574442128e-01,1.305671878392195839e-01,1.893205572203079945e-01,1.367032299131754891e-01,2.004366863573824320e-01,1.319959440016148788e-01,1.550248894855013604e-01,7.932827820647365968e-02,1.444692231939302962e-01,2.236806878983595703e-01,1.686930049358513484e-01,1.665259342306755486e-01,2.964121916629981063e-02,2.570328670552678996e-01
1.110916394890910791e-01,8.608327955022231082e-02,1.767216499712381261e-01,4.917637032436820987e-02,1.390524990855102894e-01,2.553179031087013384e-02,7.548990706324835986e-02,6.873282055580606786e-02,2.286487715847023428e-01,1.021722691533706179e-01,1.788669217651892851e-01,3.261109536269333337e-02,8.055432860069852707e-02,1.460359926512683759e-01,6.607374486413068737e-02,1.034579469408601626e-01,1.572216440029834128e-01,1.507353102744894424e-01,2.222190326030600016e-01,1.453185916675574230e-01,1.170053238314646832e-01,1.417641343905637619e-01,1.111409025895659097e-01,1.831617903278610626e-01,2.020593635084351469e-01
8.164491530840949085e-02,2.231286853974525919e-01,6.703121664684288938e-02,4.978891051466102780e-02,1.952222106683320912e-01,4.265930425032528339e-02,1.015260799415391574e-01,1.412713136920389911e-01,1.581072429308055249e-01,1.665293053513369481e-01,1.144005704703639076e-01,4.236801382561465601e-02,1.328873160639597872e-01,7.805592946248940400e-02,8.804477303741450878e-02,2.310741540088047108e-01,1.869841862057066428e-01,5.251692745484248803e-02,7.779952591349373336e-02,2.289173220864826053e-01,6.534977494454959068e-02,9.771988740301382204e-02,1.147857999299658066e-01,4.689278950660490108e-02,1.396310148225318182e-01
3.223416257557092102e-02,1.516289278884851988e-01,1.693537533874041046e-01,1.779142663010832015e-01,9.565467342014102869e-02,4.007613648299376136e-02,2.714139625770115027e-01,9.286100658831950017e-02,1.159762665530743447e-01,4.878850965743568302e-02,9.178722655943394315e-02,8.759365101634902784e-02,1.375592811699077045e-01,1.193989519835684660e-01,7.923139769545962940e-02,2.673520182276479806e-01,1.033354470759429711e-01,1.836258732975179775e-01,2.710950696481994604e-01,1.126004970136384453e-01,7.290967109500069709e-02,4.383222168642667005e-02,1.566353368555920000e-01,1.748744031655437292e-01,1.236296307297216485e-01
1.493192577689633205e-01,1.870912007002562827e-01,5.878599129211423135e-02,1.731845387459474972e-01,6.832619884763756202e-02,2.209436268393920044e-01,9.430011373097754723e-02,7.367021199163972800e-02,1.178752734849425193e-01,2.412589504338861768e-01,1.060469599936862822e-01,2.681349990068525313e-02,1.016645652498580771e-01,9.212470566738231725e-02,8.075261719154953888e-02,7.243937494872261518e-02,1.674210407276467971e-01,4.326290299873081224e-02,1.766726624258619371e-01,2.196580334292826675e-01,3.412549344197367274e-02,1.149250432216985252e-01,1.773934135932714040e-01,1.039933000146878450e-01,3.975760963723808106e-02
